"competition_name","gender","country","first_season","last_season","competition_urls","seasons","season_end_year","seasons_urls","fixtures_url"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2006-2007","2007","https://fbref.com/en/comps/47/241/2006-2007-Liga-I-Stats",NA
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2020-2021","2021","https://fbref.com/en/comps/52/Premier-Division-Stats","https://fbref.com/en/comps/52/schedule/Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2019-2020","2020","https://fbref.com/en/comps/52/3284/2019-2020-Premier-Division-Stats","https://fbref.com/en/comps/52/3284/schedule/2019-2020-Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2018-2019","2019","https://fbref.com/en/comps/52/2434/2018-2019-Premier-Division-Stats","https://fbref.com/en/comps/52/2434/schedule/2018-2019-Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2017-2018","2018","https://fbref.com/en/comps/52/1651/2017-2018-Premier-Division-Stats","https://fbref.com/en/comps/52/1651/schedule/2017-2018-Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2016-2017","2017","https://fbref.com/en/comps/52/1546/2016-2017-Premier-Division-Stats","https://fbref.com/en/comps/52/1546/schedule/2016-2017-Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2015-2016","2016","https://fbref.com/en/comps/52/1487/2015-2016-Premier-Division-Stats","https://fbref.com/en/comps/52/1487/schedule/2015-2016-Premier-Division-Scores-and-Fixtures"
"South African Premier Division","M","RSA","2014-2015","2020-2021","https://fbref.com/en/comps/52/history/Premier-Division-Seasons","2014-2015","2015","https://fbref.com/en/comps/52/754/2014-2015-Premier-Division-Stats","https://fbref.com/en/comps/52/754/schedule/2014-2015-Premier-Division-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/30/Russian-Premier-League-Stats","https://fbref.com/en/comps/30/schedule/Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/30/3285/2019-2020-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/3285/schedule/2019-2020-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/30/2371/2018-2019-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/2371/schedule/2018-2019-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/30/1646/2017-2018-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/1646/schedule/2017-2018-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/30/1541/2016-2017-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/1541/schedule/2016-2017-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/30/1482/2015-2016-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/1482/schedule/2015-2016-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/30/748/2014-2015-Russian-Premier-League-Stats","https://fbref.com/en/comps/30/748/schedule/2014-2015-Russian-Premier-League-Scores-and-Fixtures"
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2013-2014","2014","https://fbref.com/en/comps/30/683/2013-2014-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2012-2013","2013","https://fbref.com/en/comps/30/617/2012-2013-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2011-2012","2012","https://fbref.com/en/comps/30/551/2011-2012-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2010","2010","https://fbref.com/en/comps/30/446/2010-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2009","2009","https://fbref.com/en/comps/30/378/2009-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2008","2008","https://fbref.com/en/comps/30/320/2008-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2007","2007","https://fbref.com/en/comps/30/264/2007-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2006","2006","https://fbref.com/en/comps/30/214/2006-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2005","2005","https://fbref.com/en/comps/30/171/2005-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2004","2004","https://fbref.com/en/comps/30/135/2004-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2003","2003","https://fbref.com/en/comps/30/102/2003-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2002","2002","https://fbref.com/en/comps/30/77/2002-Russian-Premier-League-Stats",NA
"Russian Premier League","M","RUS","2001","2020-2021","https://fbref.com/en/comps/30/history/Russian-Premier-League-Seasons","2001","2001","https://fbref.com/en/comps/30/58/2001-Russian-Top-Division-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2020-2021","2021","https://fbref.com/en/comps/40/Scottish-Premiership-Stats","https://fbref.com/en/comps/40/schedule/Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2019-2020","2020","https://fbref.com/en/comps/40/3289/2019-2020-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/3289/schedule/2019-2020-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2018-2019","2019","https://fbref.com/en/comps/40/2116/2018-2019-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/2116/schedule/2018-2019-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2017-2018","2018","https://fbref.com/en/comps/40/1649/2017-2018-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/1649/schedule/2017-2018-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2016-2017","2017","https://fbref.com/en/comps/40/1544/2016-2017-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/1544/schedule/2016-2017-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2015-2016","2016","https://fbref.com/en/comps/40/1485/2015-2016-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/1485/schedule/2015-2016-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2014-2015","2015","https://fbref.com/en/comps/40/752/2014-2015-Scottish-Premiership-Stats","https://fbref.com/en/comps/40/752/schedule/2014-2015-Scottish-Premiership-Scores-and-Fixtures"
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2013-2014","2014","https://fbref.com/en/comps/40/687/2013-2014-Scottish-Premiership-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2012-2013","2013","https://fbref.com/en/comps/40/621/2012-2013-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2011-2012","2012","https://fbref.com/en/comps/40/554/2011-2012-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2010-2011","2011","https://fbref.com/en/comps/40/485/2010-2011-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2009-2010","2010","https://fbref.com/en/comps/40/419/2009-2010-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2008-2009","2009","https://fbref.com/en/comps/40/352/2008-2009-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2007-2008","2008","https://fbref.com/en/comps/40/296/2007-2008-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2006-2007","2007","https://fbref.com/en/comps/40/242/2006-2007-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2005-2006","2006","https://fbref.com/en/comps/40/195/2005-2006-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2004-2005","2005","https://fbref.com/en/comps/40/157/2004-2005-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2003-2004","2004","https://fbref.com/en/comps/40/123/2003-2004-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2002-2003","2003","https://fbref.com/en/comps/40/92/2002-2003-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2001-2002","2002","https://fbref.com/en/comps/40/69/2001-2002-Scottish-Premier-League-Stats",NA
"Scottish Premiership","M","SCO","2000-2001","2020-2021","https://fbref.com/en/comps/40/history/Scottish-Premiership-Seasons","2000-2001","2001","https://fbref.com/en/comps/40/52/2000-2001-Scottish-Premier-League-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2020-2021","2021","https://fbref.com/en/comps/54/Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/schedule/Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2019-2020","2020","https://fbref.com/en/comps/54/3295/2019-2020-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/3295/schedule/2019-2020-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2018-2019","2019","https://fbref.com/en/comps/54/2433/2018-2019-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/2433/schedule/2018-2019-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2017-2018","2018","https://fbref.com/en/comps/54/1650/2017-2018-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/1650/schedule/2017-2018-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2016-2017","2017","https://fbref.com/en/comps/54/1545/2016-2017-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/1545/schedule/2016-2017-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2015-2016","2016","https://fbref.com/en/comps/54/1486/2015-2016-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/1486/schedule/2015-2016-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2014-2015","2015","https://fbref.com/en/comps/54/753/2014-2015-Serbian-SuperLiga-Stats","https://fbref.com/en/comps/54/753/schedule/2014-2015-Serbian-SuperLiga-Scores-and-Fixtures"
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2013-2014","2014","https://fbref.com/en/comps/54/688/2013-2014-Serbian-SuperLiga-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2012-2013","2013","https://fbref.com/en/comps/54/622/2012-2013-Serbian-SuperLiga-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2011-2012","2012","https://fbref.com/en/comps/54/555/2011-2012-Serbian-SuperLiga-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2010-2011","2011","https://fbref.com/en/comps/54/486/2010-2011-Serbian-SuperLiga-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2009-2010","2010","https://fbref.com/en/comps/54/420/2009-2010-Serbian-SuperLiga-Stats",NA
"Serbian SuperLiga","M","SRB","2008-2009","2020-2021","https://fbref.com/en/comps/54/history/Serbian-SuperLiga-Seasons","2008-2009","2009","https://fbref.com/en/comps/54/353/2008-2009-Serbian-SuperLiga-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/57/Super-League-Stats","https://fbref.com/en/comps/57/schedule/Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/57/3298/2019-2020-Super-League-Stats","https://fbref.com/en/comps/57/3298/schedule/2019-2020-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/57/2425/2018-2019-Super-League-Stats","https://fbref.com/en/comps/57/2425/schedule/2018-2019-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/57/1654/2017-2018-Super-League-Stats","https://fbref.com/en/comps/57/1654/schedule/2017-2018-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/57/1549/2016-2017-Super-League-Stats","https://fbref.com/en/comps/57/1549/schedule/2016-2017-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/57/1490/2015-2016-Super-League-Stats","https://fbref.com/en/comps/57/1490/schedule/2015-2016-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/57/757/2014-2015-Super-League-Stats","https://fbref.com/en/comps/57/757/schedule/2014-2015-Super-League-Scores-and-Fixtures"
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2013-2014","2014","https://fbref.com/en/comps/57/692/2013-2014-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2012-2013","2013","https://fbref.com/en/comps/57/626/2012-2013-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2011-2012","2012","https://fbref.com/en/comps/57/559/2011-2012-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2010-2011","2011","https://fbref.com/en/comps/57/490/2010-2011-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2009-2010","2010","https://fbref.com/en/comps/57/424/2009-2010-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2008-2009","2009","https://fbref.com/en/comps/57/357/2008-2009-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2007-2008","2008","https://fbref.com/en/comps/57/301/2007-2008-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2006-2007","2007","https://fbref.com/en/comps/57/247/2006-2007-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2005-2006","2006","https://fbref.com/en/comps/57/198/2005-2006-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2004-2005","2005","https://fbref.com/en/comps/57/160/2004-2005-Super-League-Stats",NA
"Super League","M","SUI","2003-2004","2020-2021","https://fbref.com/en/comps/57/history/Super-League-Seasons","2003-2004","2004","https://fbref.com/en/comps/57/126/2003-2004-Super-League-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2021","2021","https://fbref.com/en/comps/29/11002/2021-Allsvenskan-Stats","https://fbref.com/en/comps/29/11002/schedule/2021-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2020","2020","https://fbref.com/en/comps/29/Allsvenskan-Stats","https://fbref.com/en/comps/29/schedule/Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2019","2019","https://fbref.com/en/comps/29/2917/2019-Allsvenskan-Stats","https://fbref.com/en/comps/29/2917/schedule/2019-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2018","2018","https://fbref.com/en/comps/29/1763/2018-Allsvenskan-Stats","https://fbref.com/en/comps/29/1763/schedule/2018-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2017","2017","https://fbref.com/en/comps/29/1562/2017-Allsvenskan-Stats","https://fbref.com/en/comps/29/1562/schedule/2017-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2016","2016","https://fbref.com/en/comps/29/1509/2016-Allsvenskan-Stats","https://fbref.com/en/comps/29/1509/schedule/2016-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2015","2015","https://fbref.com/en/comps/29/1348/2015-Allsvenskan-Stats","https://fbref.com/en/comps/29/1348/schedule/2015-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2014","2014","https://fbref.com/en/comps/29/714/2014-Allsvenskan-Stats","https://fbref.com/en/comps/29/714/schedule/2014-Allsvenskan-Scores-and-Fixtures"
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2013","2013","https://fbref.com/en/comps/29/649/2013-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2012","2012","https://fbref.com/en/comps/29/583/2012-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2011","2011","https://fbref.com/en/comps/29/515/2011-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2010","2010","https://fbref.com/en/comps/29/448/2010-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2009","2009","https://fbref.com/en/comps/29/380/2009-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2008","2008","https://fbref.com/en/comps/29/322/2008-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2007","2007","https://fbref.com/en/comps/29/266/2007-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2006","2006","https://fbref.com/en/comps/29/215/2006-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2005","2005","https://fbref.com/en/comps/29/172/2005-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2004","2004","https://fbref.com/en/comps/29/136/2004-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2003","2003","https://fbref.com/en/comps/29/103/2003-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2002","2002","https://fbref.com/en/comps/29/78/2002-Allsvenskan-Stats",NA
"Allsvenskan","M","SWE","2001","2021","https://fbref.com/en/comps/29/history/Allsvenskan-Seasons","2001","2001","https://fbref.com/en/comps/29/59/2001-Allsvenskan-Stats",NA
"Damallsvenskan","F","SWE","2017","2021","https://fbref.com/en/comps/187/history/Damallsvenskan-Seasons","2021","2021","https://fbref.com/en/comps/187/11003/2021-Damallsvenskan-Stats","https://fbref.com/en/comps/187/11003/schedule/2021-Damallsvenskan-Scores-and-Fixtures"
"Damallsvenskan","F","SWE","2017","2021","https://fbref.com/en/comps/187/history/Damallsvenskan-Seasons","2020","2020","https://fbref.com/en/comps/187/Damallsvenskan-Stats","https://fbref.com/en/comps/187/schedule/Damallsvenskan-Scores-and-Fixtures"
"Damallsvenskan","F","SWE","2017","2021","https://fbref.com/en/comps/187/history/Damallsvenskan-Seasons","2019","2019","https://fbref.com/en/comps/187/3052/2019-Damallsvenskan-Stats","https://fbref.com/en/comps/187/3052/schedule/2019-Damallsvenskan-Scores-and-Fixtures"
"Damallsvenskan","F","SWE","2017","2021","https://fbref.com/en/comps/187/history/Damallsvenskan-Seasons","2018","2018","https://fbref.com/en/comps/187/3050/2018-Damallsvenskan-Stats","https://fbref.com/en/comps/187/3050/schedule/2018-Damallsvenskan-Scores-and-Fixtures"
"Damallsvenskan","F","SWE","2017","2021","https://fbref.com/en/comps/187/history/Damallsvenskan-Seasons","2017","2017","https://fbref.com/en/comps/187/3048/2017-Damallsvenskan-Stats","https://fbref.com/en/comps/187/3048/schedule/2017-Damallsvenskan-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2020-2021","2021","https://fbref.com/en/comps/26/Super-Lig-Stats","https://fbref.com/en/comps/26/schedule/Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2019-2020","2020","https://fbref.com/en/comps/26/3301/2019-2020-Super-Lig-Stats","https://fbref.com/en/comps/26/3301/schedule/2019-2020-Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2018-2019","2019","https://fbref.com/en/comps/26/2382/2018-2019-Super-Lig-Stats","https://fbref.com/en/comps/26/2382/schedule/2018-2019-Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2017-2018","2018","https://fbref.com/en/comps/26/1655/2017-2018-Super-Lig-Stats","https://fbref.com/en/comps/26/1655/schedule/2017-2018-Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2016-2017","2017","https://fbref.com/en/comps/26/1550/2016-2017-Super-Lig-Stats","https://fbref.com/en/comps/26/1550/schedule/2016-2017-Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2015-2016","2016","https://fbref.com/en/comps/26/1491/2015-2016-Super-Lig-Stats","https://fbref.com/en/comps/26/1491/schedule/2015-2016-Super-Lig-Scores-and-Fixtures"
"Süper Lig","M","TUR","2001-2002","2020-2021","https://fbref.com/en/comps/26/history/Super-Lig-Seasons","2014-2015","2015","https://fbref.com/en/comps/26/758/2014-2015-Super-Lig-Stats","https://fbref.com/en/comps/26/758/schedule/2014-2015-Super-Lig-Scores-and-Fixtures"
